ProdID;OrderDate;ShippedBy;Zip;Country;Qty;UnitPrice;UnitCost
781;12/25/2021;The Pickup Guys;M5P;Canada;1;99.6975;63.7809
1965;12/25/2021;SPU;V6R;Canada;1;89.1975;48.7014
1980;12/25/2021;PHL;V6E;Canada;1;167.9475;64.8483
1981;12/25/2021;American Eagle;V6E;Canada;1;167.9475;86.4163
791;12/25/2021;American Eagle;V6N;Canada;1;62.9475;39.0854
2239;12/25/2021;BD Kerschen;V6R;Canada;1;125.9475;60.0303
1964;12/26/2021;American Eagle;V6R;Canada;1;89.1975;55.6732
2005;12/26/2021;American Eagle;V6Z;Canada;1;61.4146;27.1791
758;12/26/2021;BD Kerschen;M4E;Canada;1;73.4475;38.4105
740;12/26/2021;SPU;M6H;Canada;1;173.1975;78.5118
782;12/26/2021;BD Kerschen;R3A;Canada;1;99.6975;46.8591
777;12/26/2021;BD Kerschen;R3N;Canada;1;115.4475;56.5542
792;12/26/2021;The Pickup Guys;M6S;Canada;1;62.9475;31.2526
1935;12/26/2021;PHL;R3V;Canada;1;136.4475;67.9603
792;12/26/2021;American Eagle;K1H;Canada;1;62.9475;31.2526
793;12/26/2021;SpeedEx;R3X;Canada;1;78.6975;45.9036
794;12/26/2021;PHL;V6S;Canada;1;78.6975;36.9885
792;12/26/2021;PHL;R2L;Canada;1;62.9475;31.2526
762;12/26/2021;The Pickup Guys;T2C;Canada;1;178.4475;76.1641
2252;12/26/2021;Speedissimo;T5B;Canada;1;136.4475;67.9603
559;12/27/2021;SpeedEx;T6G;Canada;1;209.9125;99.9110
768;12/27/2021;World Connection;R3V;Canada;1;94.4475;46.1971
791;12/27/2021;PHL;R2L;Canada;1;62.9475;39.0854
1062;12/27/2021;PHL;R3V;Canada;1;141.6975;66.5993
778;12/27/2021;SpeedEx;L5N;Canada;1;115.4475;67.3396
757;12/27/2021;The Pickup Guys;M4E;Canada;1;73.4475;38.4105
793;12/27/2021;King Shippers;T6E;Canada;1;78.6975;45.9036
792;12/27/2021;SpeedEx;T6W;Canada;1;62.9475;31.2526
1975;12/27/2021;Speedissimo;R3M;Canada;1;57.6975;24.6506
757;12/27/2021;The Pickup Guys;M6S;Canada;1;73.4475;38.4105
761;12/27/2021;BD Kerschen;T5K;Canada;1;173.1975;64.3995
782;12/27/2021;SpeedEx;R3B;Canada;1;99.6975;46.8591
516;12/27/2021;The Pickup Guys;L5N;Canada;1;128.2750;60.0713
804;12/27/2021;PHL;T6T;Canada;1;157.4475;82.6599
781;12/27/2021;PHL;R3A;Canada;1;99.6975;63.7809
2238;12/27/2021;PHL;V6R;Canada;1;125.9475;67.0037
2253;12/27/2021;American Eagle;T5B;Canada;1;136.4475;73.4706
782;12/27/2021;PHL;V5V;Canada;1;99.6975;46.8591
791;12/27/2021;SpeedEx;M6S;Canada;1;62.9475;39.0854
778;12/27/2021;American Eagle;K1R;Canada;1;115.4475;67.3396
2388;12/27/2021;Speedissimo;V6N;Canada;1;103.2325;60.2150
1974;12/27/2021;Speedissimo;R3T;Canada;2;57.6975;33.0591
760;12/27/2021;World Connection;V6A;Canada;1;146.9475;76.8495
758;12/27/2021;American Eagle;R3H;Canada;1;73.4475;38.4105
777;12/27/2021;PHL;L5G;Canada;1;115.4475;56.5542
757;12/27/2021;SpeedEx;M4E;Canada;1;73.4475;38.4105
794;12/28/2021;BD Kerschen;T6E;Canada;1;78.6975;36.9885
759;12/28/2021;SpeedEx;L5R;Canada;1;152.1975;71.9856
761;12/28/2021;SpeedEx;T2C;Canada;1;178.4475;83.9994
767;12/28/2021;SpeedEx;R3C;Canada;1;94.4475;46.8049
767;12/28/2021;PHL;T6N;Canada;1;94.4475;46.8049
758;12/28/2021;Speedissimo;R3M;Canada;1;73.4475;38.4105
1139;12/28/2021;King Shippers;R2G;Canada;1;68.2448;40.6695
794;12/28/2021;BD Kerschen;L5N;Canada;1;78.6975;36.9885
761;12/28/2021;The Pickup Guys;T6E;Canada;1;178.4475;83.9994
781;12/29/2021;World Connection;K1R;Canada;1;99.6975;63.7809
1096;12/29/2021;SPU;M5B;Canada;1;120.6975;70.4026
2239;12/29/2021;American Eagle;T1Y;Canada;1;125.9475;60.0303
2254;12/29/2021;SpeedEx;T6E;Canada;1;56.6475;26.9773
778;12/29/2021;Speedissimo;V6S;Canada;1;115.4475;67.3396
2212;12/29/2021;World Connection;T5W;Canada;1;89.1975;48.0771
739;12/29/2021;Speedissimo;M6H;Canada;1;173.1975;78.5118
1490;12/29/2021;PHL;K1K;Canada;1;87.4650;33.5568
2219;12/29/2021;SpeedEx;T6E;Canada;1;141.6975;87.9834
2235;12/29/2021;World Connection;L5T;Canada;1;65.5725;42.1664
2238;12/29/2021;PHL;L5T;Canada;1;125.9475;67.0037
2219;12/29/2021;SPU;L5T;Canada;1;141.6975;87.9834
1085;12/29/2021;SpeedEx;K1R;Canada;1;83.9475;53.7049
791;12/29/2021;SpeedEx;M4E;Canada;1;62.9475;39.0854
2219;12/29/2021;SPU;V6R;Canada;1;141.6975;87.9834
1061;12/29/2021;American Eagle;T6E;Canada;1;141.6975;83.9841
768;12/29/2021;PHL;M4S;Canada;1;94.4475;46.1971
2255;12/29/2021;PHL;T6E;Canada;1;56.6475;32.6402
760;12/29/2021;Speedissimo;L5G;Canada;1;152.1975;76.8495
510;12/29/2021;SpeedEx;T5J;Canada;1;90.7988;39.7052
758;12/29/2021;SpeedEx;M6S;Canada;1;73.4475;38.4105
1085;12/29/2021;PHL;L5P;Canada;1;83.9475;53.7049
715;12/30/2021;The Pickup Guys;V7V;Canada;1;152.1975;75.6421
792;12/30/2021;BD Kerschen;R2G;Canada;1;62.9475;31.2526
2238;12/30/2021;SPU;T6K;Canada;2;125.9475;67.0037
2280;12/30/2021;The Pickup Guys;L5P;Canada;1;154.8225;80.9666
778;12/30/2021;BD Kerschen;L5G;Canada;1;115.4475;67.3396
2219;12/30/2021;Speedissimo;L5R;Canada;1;141.6975;87.9834
1927;12/30/2021;The Pickup Guys;M4E;Canada;1;99.6975;46.0573
1085;12/30/2021;SpeedEx;M4E;Canada;2;83.9475;53.7049
2218;12/30/2021;BD Kerschen;V6A;Canada;1;141.6975;82.6512
1201;12/30/2021;SPU;T3C;Canada;1;192.4825;114.6794
762;12/30/2021;PHL;T5K;Canada;1;173.1975;76.1641
2235;12/30/2021;Speedissimo;T6W;Canada;1;70.8225;42.1664
2218;12/30/2021;The Pickup Guys;L5T;Canada;1;141.6975;82.6512
1181;12/30/2021;American Eagle;V7P;Canada;1;93.3217;51.6069
758;12/30/2021;American Eagle;M4E;Canada;1;73.4475;38.4105
2213;12/30/2021;PHL;T1Y;Canada;1;89.1975;47.4527
1098;12/30/2021;SpeedEx;T1Y;Canada;1;97.9825;52.8124
764;12/30/2021;SpeedEx;M7Y;Canada;1;101.4825;62.0584
1168;12/30/2021;World Connection;R2G;Canada;1;75.8217;35.1352
2213;12/30/2021;SpeedEx;L5R;Canada;1;89.1975;47.4527
2255;12/30/2021;The Pickup Guys;M4R;Canada;1;56.6475;32.6402
725;12/30/2021;BD Kerschen;M6S;Canada;1;110.1975;48.5819
782;12/30/2021;American Eagle;R2G;Canada;1;99.6975;46.8591
2255;12/30/2021;SpeedEx;T6R;Canada;3;56.6475;32.6402
758;12/30/2021;PHL;H3A;Canada;1;73.4475;38.4105
2234;12/30/2021;American Eagle;R3E;Canada;1;65.5725;36.7192
2241;12/30/2021;SPU;V5Z;Canada;1;89.1975;51.3105
2212;12/30/2021;King Shippers;V6T;Canada;1;89.1975;48.0771
2219;12/30/2021;SPU;T3G;Canada;1;141.6975;87.9834
2054;12/30/2021;American Eagle;R3H;Canada;1;122.4883;52.7530
1215;12/30/2021;BD Kerschen;R3B;Canada;1;122.4825;70.9873
767;12/30/2021;SPU;M4S;Canada;1;94.4475;46.8049
2219;12/30/2021;BD Kerschen;T6S;Canada;1;141.6975;87.9834
1085;12/30/2021;SPU;M5B;Canada;1;89.1975;53.7049
1965;12/30/2021;PHL;M4S;Canada;1;89.1975;48.7014
2234;12/30/2021;World Connection;L5L;Canada;1;65.5725;36.7192
2239;12/30/2021;World Connection;L5T;Canada;1;125.9475;60.0303
2255;12/30/2021;The Pickup Guys;V5W;Canada;1;60.3225;32.6402
781;12/30/2021;SpeedEx;V7T;Canada;1;99.6975;63.7809
1086;12/30/2021;SpeedEx;K1R;Canada;1;83.9475;49.7560
631;12/30/2021;King Shippers;M6S;Canada;1;132.9125;63.2606
1964;12/30/2021;World Connection;M4S;Canada;1;89.1975;55.6732
725;12/30/2021;PHL;T6J;Canada;1;110.1975;48.5819
759;12/30/2021;American Eagle;L5G;Canada;1;152.1975;71.9856
726;12/30/2021;SpeedEx;T6J;Canada;1;110.1975;47.3021
1975;12/30/2021;SpeedEx;K1R;Canada;1;57.6975;24.6506
2387;12/30/2021;SpeedEx;R3B;Canada;1;164.4825;100.5844
2255;12/30/2021;BD Kerschen;L5R;Canada;2;56.6475;32.6402
2218;12/30/2021;World Connection;T6S;Canada;1;141.6975;82.6512
1131;12/30/2021;PHL;T2C;Canada;1;43.0448;22.2925
2238;12/30/2021;SPU;T2J;Canada;1;125.9475;67.0037
2219;12/30/2021;Speedissimo;V6A;Canada;1;141.6975;87.9834
794;12/30/2021;BD Kerschen;L4Y;Canada;1;78.6975;36.9885
768;12/31/2021;SPU;T5C;Canada;1;94.4475;46.1971
2334;12/31/2021;SPU;V5X;Canada;1;75.8217;47.7932
1086;12/31/2021;American Eagle;T1Y;Canada;1;83.9475;49.7560
1093;12/31/2021;PHL;T6G;Canada;1;57.6975;35.2833
2239;12/31/2021;World Connection;M4P;Canada;1;125.9475;60.0303
2235;12/31/2021;SpeedEx;V6A;Canada;1;65.5725;42.1664
1964;12/31/2021;King Shippers;R3W;Canada;2;89.1975;55.6732
791;12/31/2021;American Eagle;R3H;Canada;1;62.9475;39.0854
1058;12/31/2021;PHL;R3H;Canada;1;131.1975;59.9275
1094;12/31/2021;SpeedEx;T6K;Canada;1;57.6975;34.7405
2239;12/31/2021;BD Kerschen;M5R;Canada;1;125.9475;60.0303
2240;12/31/2021;The Pickup Guys;R3C;Canada;1;89.1975;41.2621
1934;12/31/2021;SPU;L4V;Canada;1;136.4475;80.2299
762;12/31/2021;The Pickup Guys;T6E;Canada;1;178.4475;76.1641
1964;12/31/2021;SpeedEx;L5P;Canada;1;89.1975;55.6732
631;12/31/2021;American Eagle;L5N;Canada;1;132.9125;63.2606
777;12/31/2021;PHL;L4Y;Canada;1;115.4475;56.5542
2238;12/31/2021;SpeedEx;V6A;Canada;3;125.9475;67.0037
2234;12/31/2021;SpeedEx;T5B;Canada;1;65.5725;36.7192
1941;12/31/2021;PHL;T3B;Canada;1;162.6975;81.1163
2254;12/31/2021;BD Kerschen;V5W;Canada;1;60.3225;26.9773
990;12/31/2021;PHL;R3G;Canada;1;146.9825;72.1879
2235;12/31/2021;PHL;T5B;Canada;1;65.5725;42.1664
2239;12/31/2021;BD Kerschen;T6K;Canada;2;125.9475;60.0303
1926;12/31/2021;PHL;M4E;Canada;1;99.6975;46.0573
1085;12/31/2021;PHL;T1Y;Canada;1;83.9475;53.7049
2213;12/31/2021;SPU;R3G;Canada;1;89.1975;47.4527
1990;12/31/2021;American Eagle;V5V;Canada;1;262.4475;150.0225
792;12/31/2021;PHL;T6E;Canada;1;62.9475;31.2526
1114;12/31/2021;World Connection;M6S;Canada;1;162.6975;90.2081
2218;12/31/2021;SPU;R3K;Canada;2;141.6975;82.6512
759;12/31/2021;SpeedEx;K2P;Canada;1;152.1975;71.9856
792;12/31/2021;SpeedEx;T6J;Canada;1;62.9475;31.2526
2212;12/31/2021;SpeedEx;R3W;Canada;1;89.1975;48.0771
635;12/31/2021;BD Kerschen;M5L;Canada;1;294.7875;143.4686
2212;12/31/2021;SpeedEx;T2J;Canada;1;89.1975;48.0771
791;12/31/2021;SPU;R2G;Canada;1;62.9475;39.0854
2252;12/31/2021;SpeedEx;R3G;Canada;1;131.1975;67.9603
716;12/31/2021;SpeedEx;V6Z;Canada;1;152.1975;91.6401
778;12/31/2021;PHL;L4Y;Canada;1;115.4475;67.3396
760;12/31/2021;SpeedEx;K2P;Canada;1;152.1975;76.8495
792;12/31/2021;American Eagle;L5N;Canada;1;62.9475;31.2526
792;12/31/2021;PHL;T6J;Canada;3;62.9475;31.2526
2252;01/01/2022;American Eagle;T2C;Canada;1;136.4475;67.9603
2218;01/01/2022;SPU;V6R;Canada;1;141.6975;82.6512
760;01/01/2022;BD Kerschen;L5R;Canada;1;152.1975;76.8495
2234;01/01/2022;American Eagle;V6A;Canada;1;65.5725;36.7192
2255;01/01/2022;PHL;T5W;Canada;1;56.6475;32.6402
1964;01/01/2022;BD Kerschen;T2J;Canada;1;89.1975;55.6732
2240;01/01/2022;BD Kerschen;V5Z;Canada;1;89.1975;41.2621
2214;01/01/2022;World Connection;K2P;Canada;1;111.9825;70.5867
2254;01/01/2022;BD Kerschen;T6K;Canada;1;56.6475;26.9773
2253;01/01/2022;SpeedEx;R3G;Canada;1;131.1975;73.4706
2254;01/01/2022;SpeedEx;T6S;Canada;1;56.6475;26.9773
786;01/01/2022;PHL;M6H;Canada;1;57.6975;34.7399
2215;01/01/2022;SPU;K2P;Canada;1;111.9825;67.4260
2238;01/01/2022;BD Kerschen;M4K;Canada;1;125.9475;67.0037
760;01/01/2022;Speedissimo;T6J;Canada;1;146.9475;76.8495
1085;01/01/2022;World Connection;R3H;Canada;1;83.9475;53.7049
2218;01/01/2022;SpeedEx;V5K;Canada;1;141.6975;82.6512
726;01/01/2022;SPU;M4V;Canada;1;110.1975;47.3021
2204;01/01/2022;PHL;T2L;Canada;1;146.9475;75.0898
782;01/01/2022;PHL;M7Y;Canada;1;99.6975;46.8591
1965;01/01/2022;World Connection;T2J;Canada;1;89.1975;48.7014
2252;01/01/2022;PHL;T6J;Canada;1;136.4475;67.9603
2212;01/01/2022;BD Kerschen;R3M;Canada;1;89.1975;48.0771
2026;01/01/2022;The Pickup Guys;T1Y;Canada;1;73.4896;37.5532
491;01/02/2022;SpeedEx;L5N;Canada;3;89.2238;40.0537
1061;01/02/2022;SpeedEx;V6C;Canada;2;141.6975;83.9841
1964;01/02/2022;American Eagle;R3G;Canada;1;89.1975;55.6732
2255;01/02/2022;SpeedEx;T6S;Canada;1;56.6475;32.6402
635;01/02/2022;BD Kerschen;R2C;Canada;1;294.7875;143.4686
1086;01/02/2022;SpeedEx;M4E;Canada;2;83.9475;49.7560
760;01/02/2022;SPU;V7W;Canada;1;152.1975;76.8495
2400;01/02/2022;BD Kerschen;V7Y;Canada;1;89.1975;40.7427
1965;01/02/2022;American Eagle;R3G;Canada;1;89.1975;48.7014
725;01/02/2022;American Eagle;M4V;Canada;1;110.1975;48.5819
631;01/02/2022;PHL;T2L;Canada;1;132.9125;63.2606
767;01/02/2022;SpeedEx;T5B;Canada;1;94.4475;46.8049
1096;01/02/2022;SpeedEx;M5A;Canada;1;120.6975;70.4026
2234;01/02/2022;BD Kerschen;V7Y;Canada;3;65.5725;36.7192
762;01/02/2022;PHL;T5B;Canada;1;178.4475;76.1641
1964;01/02/2022;SpeedEx;M5B;Canada;1;89.1975;55.6732
1934;01/03/2022;PHL;M5X;Canada;1;136.4475;80.2299
2219;01/03/2022;BD Kerschen;M4P;Canada;1;141.6975;87.9834
795;01/03/2022;SpeedEx;V7M;Canada;1;92.7325;52.0489
1942;01/03/2022;BD Kerschen;M5B;Canada;1;125.9475;71.5373
758;01/03/2022;PHL;M5X;Canada;1;73.4475;38.4105
1085;01/03/2022;SpeedEx;V6L;Canada;2;89.1975;53.7049
1943;01/03/2022;PHL;M5B;Canada;1;125.9475;62.5209
1093;01/03/2022;American Eagle;T6K;Canada;1;57.6975;35.2833
2218;01/03/2022;SpeedEx;T6E;Canada;1;141.6975;82.6512
432;01/03/2022;PHL;V5T;Canada;1;92.3738;57.6562
2332;01/03/2022;World Connection;T5Y;Canada;1;93.3217;49.1654
2255;01/03/2022;BD Kerschen;V5Z;Canada;1;56.6475;32.6402
689;01/03/2022;BD Kerschen;L5P;Canada;1;113.6625;68.4376
1086;01/03/2022;The Pickup Guys;M5B;Canada;1;89.1975;49.7560
2235;01/03/2022;PHL;R2C;Canada;1;65.5725;42.1664
1965;01/03/2022;SpeedEx;V6A;Canada;1;89.1975;48.7014
2253;01/03/2022;PHL;M5B;Canada;1;131.1975;73.4706
1927;01/03/2022;SpeedEx;R2G;Canada;1;99.6975;46.0573
1965;01/03/2022;PHL;M5B;Canada;1;89.1975;48.7014
2388;01/03/2022;The Pickup Guys;L5R;Canada;1;103.2325;60.2150
757;01/03/2022;PHL;V7V;Canada;1;73.4475;38.4105
2234;01/03/2022;SPU;T6W;Canada;1;70.8225;36.7192
993;01/03/2022;PHL;H1G;Canada;1;108.4825;52.8175
895;01/03/2022;PHL;T6G;Canada;1;128.3217;56.0108
2254;01/04/2022;American Eagle;T6R;Canada;3;56.6475;26.9773
1940;01/04/2022;BD Kerschen;T3B;Canada;1;162.6975;87.5032
551;01/04/2022;BD Kerschen;T6T;Canada;1;307.9125;165.6815
993;01/04/2022;World Connection;R3G;Canada;1;108.4825;52.8175
757;01/04/2022;SpeedEx;M5X;Canada;1;73.4475;38.4105
767;01/04/2022;American Eagle;T6E;Canada;1;94.4475;46.8049
2213;01/04/2022;PHL;T2J;Canada;1;89.1975;47.4527
1086;01/04/2022;SpeedEx;R3H;Canada;1;83.9475;49.7560
2238;01/04/2022;PHL;M5R;Canada;1;125.9475;67.0037
2253;01/04/2022;PHL;T2C;Canada;1;136.4475;73.4706
1094;01/05/2022;PHL;L5P;Canada;1;57.6975;34.7405
2218;01/05/2022;BD Kerschen;T2X;Canada;1;141.6975;82.6512
2269;01/05/2022;Speedissimo;V6Z;Canada;1;293.9475;131.8692
1058;01/05/2022;Speedissimo;L5P;Canada;1;131.1975;59.9275
2205;01/05/2022;SPU;T2L;Canada;1;146.9475;89.8610
2219;01/05/2022;American Eagle;T2X;Canada;1;141.6975;87.9834
1483;01/05/2022;BD Kerschen;L5P;Canada;1;76.0200;39.1358
767;01/05/2022;SPU;T5C;Canada;1;94.4475;46.8049
761;01/05/2022;BD Kerschen;T5B;Canada;1;178.4475;83.9994
1484;01/05/2022;SPU;L5P;Canada;1;76.0200;32.3258
1095;01/06/2022;American Eagle;T6G;Canada;1;120.6975;77.6177
1228;01/06/2022;SPU;T6G;Canada;1;43.7325;22.2918
1982;01/06/2022;The Pickup Guys;M4P;Canada;1;293.9475;150.2068
1230;01/06/2022;BD Kerschen;L5H;Canada;1;157.4825;88.1902
1217;01/06/2022;SpeedEx;R2G;Canada;1;192.4825;121.9606
551;01/06/2022;PHL;T6X;Canada;1;307.9125;165.6815
1943;01/06/2022;PHL;M6H;Canada;1;125.9475;62.5209
768;01/06/2022;BD Kerschen;T5B;Canada;1;94.4475;46.1971
1066;01/07/2022;The Pickup Guys;R3V;Canada;1;103.2325;50.5179
400;01/07/2022;BD Kerschen;V7N;Canada;1;77.1488;28.9491
475;01/08/2022;SPU;V6M;Canada;1;102.8738;43.5654
764;01/08/2022;World Connection;M6G;Canada;1;101.4825;62.0584
572;01/08/2022;SpeedEx;M6H;Canada;1;148.6625;71.8416
510;01/08/2022;PHL;T5B;Canada;1;90.7988;39.7052
976;01/08/2022;SPU;L5V;Canada;1;104.9825;57.3203
1539;01/08/2022;SpeedEx;L5T;Canada;1;125.9650;68.7769
768;01/08/2022;PHL;T6E;Canada;1;94.4475;46.1971
915;01/08/2022;World Connection;R2C;Canada;1;123.6550;67.5156
631;01/09/2022;SPU;R2G;Canada;1;132.9125;63.2606
551;01/09/2022;SpeedEx;V5V;Canada;1;307.9125;165.6815
2280;01/09/2022;PHL;T6R;Canada;1;154.8225;80.9666
1916;01/09/2022;The Pickup Guys;L5R;Canada;1;28.6073;16.6443
764;01/09/2022;BD Kerschen;R3H;Canada;1;101.4825;62.0584
1085;01/09/2022;PHL;L5G;Canada;1;83.9475;53.7049
1544;01/10/2022;PHL;K2P;Canada;1;113.7150;62.8844
2218;01/10/2022;PHL;R2C;Canada;1;141.6975;82.6512
2204;01/10/2022;The Pickup Guys;M5L;Canada;1;146.9475;75.0898
763;01/11/2022;BD Kerschen;M6G;Canada;1;101.4825;51.1470
1517;01/11/2022;BD Kerschen;T6C;Canada;1;170.5200;83.7245
2054;01/11/2022;World Connection;V6A;Canada;1;122.4883;52.7530
1942;01/11/2022;PHL;M6H;Canada;1;125.9475;71.5373
763;01/11/2022;SpeedEx;R3H;Canada;1;101.4825;51.1470
2205;01/11/2022;Speedissimo;M5L;Canada;1;146.9475;89.8610
491;01/11/2022;SpeedEx;R3W;Canada;3;89.2238;40.0537
491;01/11/2022;American Eagle;M4V;Canada;3;89.2238;40.0537
2410;01/12/2022;SpeedEx;T3R;Canada;1;104.9475;46.1988
475;01/12/2022;PHL;T5Y;Canada;1;102.8738;43.5654
2269;01/12/2022;BD Kerschen;V6M;Canada;2;293.9475;131.8692
2234;01/12/2022;SPU;T2X;Canada;1;65.5725;36.7192
782;01/13/2022;The Pickup Guys;H1B;Canada;1;99.6975;46.8591
781;01/13/2022;BD Kerschen;H1B;Canada;1;99.6975;63.7809
1489;01/13/2022;World Connection;V5X;Canada;1;89.2150;39.5977
763;01/13/2022;SPU;M7Y;Canada;1;101.4825;51.1470
791;01/13/2022;World Connection;K2P;Canada;1;62.9475;39.0854
764;01/13/2022;BD Kerschen;V6S;Canada;1;101.4825;62.0584
551;01/13/2022;World Connection;V6S;Canada;1;307.9125;165.6815
1934;01/14/2022;BD Kerschen;V5Z;Canada;1;136.4475;80.2299
792;01/14/2022;SPU;M6G;Canada;1;62.9475;31.2526
794;01/14/2022;SpeedEx;M7Y;Canada;1;78.6975;36.9885
2235;01/14/2022;BD Kerschen;T2X;Canada;1;65.5725;42.1664
760;01/14/2022;American Eagle;V5Z;Canada;1;152.1975;76.8495
572;01/14/2022;SpeedEx;V6H;Canada;1;148.6625;71.8416
763;01/14/2022;The Pickup Guys;T5L;Canada;1;101.4825;51.1470
922;01/15/2022;SPU;H1B;Canada;1;104.9883;54.3839
2045;01/15/2022;American Eagle;R3V;Canada;1;93.3217;42.3276
793;01/15/2022;American Eagle;M7Y;Canada;1;78.6975;45.9036
794;01/15/2022;SPU;V6M;Canada;1;78.6975;36.9885
730;01/15/2022;PHL;M5P;Canada;1;103.2325;46.2225
1935;01/15/2022;American Eagle;V5Z;Canada;1;136.4475;67.9603
647;01/15/2022;SPU;R2G;Canada;1;304.4125;136.1697
1490;01/15/2022;PHL;V5X;Canada;1;89.2150;33.5568
2047;01/15/2022;SPU;R2G;Canada;1;85.1550;38.8676
2255;01/15/2022;BD Kerschen;M6H;Canada;1;56.6475;32.6402
763;01/15/2022;World Connection;T6V;Canada;1;101.4825;51.1470
793;01/16/2022;Speedissimo;K1N;Canada;1;78.6975;45.9036
2238;01/16/2022;SPU;V6R;Canada;1;125.9475;67.0037
1009;01/16/2022;American Eagle;R2G;Canada;1;99.6975;59.0905
729;01/16/2022;American Eagle;M5P;Canada;1;103.2325;45.5978
764;01/16/2022;SPU;T6V;Canada;1;101.4825;62.0584
726;01/16/2022;PHL;V6H;Canada;1;110.1975;47.3021
2270;01/16/2022;PHL;L4X;Canada;1;314.9475;187.4439
2064;01/16/2022;American Eagle;M5X;Canada;1;110.2383;46.9187
1227;01/16/2022;SpeedEx;V7Y;Canada;1;104.9825;65.1867
2277;01/16/2022;World Connection;R3V;Canada;1;262.4475;97.5493
499;01/17/2022;PHL;V6G;Canada;1;92.3738;40.1748
1974;01/17/2022;SPU;V6B;Canada;1;57.6975;33.0591
681;01/17/2022;SPU;T6E;Canada;1;239.6625;132.3155
1000;01/17/2022;American Eagle;K1H;Canada;1;89.1975;46.6474
609;01/17/2022;SPU;T6G;Canada;1;284.2875;119.4188
927;01/17/2022;American Eagle;M7Y;Canada;1;100.3217;47.2931
966;01/17/2022;SpeedEx;V6Z;Canada;1;157.4825;75.0613
800;01/18/2022;SpeedEx;V7Y;Canada;1;262.4475;120.6258
572;01/18/2022;The Pickup Guys;T5W;Canada;1;148.6625;71.8416
759;01/18/2022;BD Kerschen;V5Z;Canada;1;152.1975;71.9856
1065;01/19/2022;BD Kerschen;R3B;Canada;1;103.2325;55.4066
2254;01/19/2022;SpeedEx;M6H;Canada;1;56.6475;26.9773
1943;01/19/2022;American Eagle;M7Y;Canada;1;125.9475;62.5209
609;01/19/2022;American Eagle;T6W;Canada;1;284.2875;119.4188
791;01/19/2022;SpeedEx;M6G;Canada;1;62.9475;39.0854
725;01/19/2022;PHL;V6H;Canada;1;110.1975;48.5819
2205;01/20/2022;SPU;V6J;Canada;3;146.9475;89.8610
604;01/20/2022;SPU;M6G;Canada;1;164.9375;61.4798
730;01/20/2022;SPU;L5N;Canada;1;104.9825;46.2225
763;01/20/2022;BD Kerschen;L5G;Canada;1;101.4825;51.1470
491;01/20/2022;SPU;R3E;Canada;3;89.2238;40.0537
764;01/20/2022;SpeedEx;L5G;Canada;1;101.4825;62.0584
966;01/20/2022;SpeedEx;M4P;Canada;1;160.9825;75.0613
604;01/21/2022;World Connection;L4Y;Canada;1;164.9375;61.4798
609;01/21/2022;PHL;T6G;Canada;1;284.2875;119.4188
681;01/21/2022;SPU;M4Y;Canada;1;239.6625;132.3155
729;01/21/2022;PHL;L5N;Canada;1;104.9825;45.5978
762;01/21/2022;PHL;V6Z;Canada;1;178.4475;76.1641
609;01/21/2022;PHL;L5G;Canada;1;284.2875;119.4188
1980;01/21/2022;BD Kerschen;V6E;Canada;1;167.9475;64.8483
1006;01/22/2022;SPU;T5J;Canada;1;89.1975;42.5141
2204;01/22/2022;American Eagle;L5R;Canada;1;146.9475;75.0898
551;01/22/2022;King Shippers;V5X;Canada;1;307.9125;165.6815
1215;01/22/2022;PHL;T5K;Canada;1;113.7325;70.9873
1066;01/22/2022;PHL;R3B;Canada;1;103.2325;50.5179
559;01/22/2022;The Pickup Guys;L5H;Canada;1;209.9125;99.9110
2400;01/22/2022;SpeedEx;L5R;Canada;2;94.4475;40.7427
2254;01/22/2022;SPU;L5R;Canada;1;56.6475;26.9773
793;01/22/2022;PHL;M5X;Canada;1;78.6975;45.9036
2054;01/23/2022;PHL;R3B;Canada;1;122.4883;52.7530
2263;01/23/2022;BD Kerschen;L5T;Canada;1;101.4825;60.9884
981;01/23/2022;The Pickup Guys;T2B;Canada;1;52.4825;23.9726
641;01/23/2022;American Eagle;V5Z;Canada;1;272.9125;156.6211
2213;01/23/2022;BD Kerschen;M4V;Canada;1;89.1975;47.4527
761;01/24/2022;SpeedEx;V6Z;Canada;1;178.4475;83.9994
952;01/24/2022;The Pickup Guys;V6Z;Canada;1;87.4825;49.7773
1186;01/24/2022;American Eagle;K1R;Canada;1;94.4883;53.7310
2376;01/24/2022;American Eagle;T5W;Canada;1;230.9825;103.6297
2064;01/24/2022;World Connection;K1N;Canada;1;110.2383;46.9187
475;01/25/2022;BD Kerschen;L5V;Canada;1;102.8738;43.5654
433;01/25/2022;SpeedEx;M4E;Canada;1;89.2238;33.1228
1009;01/25/2022;American Eagle;V6C;Canada;1;99.6975;59.0905
913;01/25/2022;BD Kerschen;M5S;Canada;1;82.8217;48.3097
2212;01/25/2022;King Shippers;M4V;Canada;1;89.1975;48.0771
1230;01/26/2022;SPU;R3T;Canada;1;157.4825;88.1902
2359;01/26/2022;BD Kerschen;T6W;Canada;1;148.7325;87.3139
1009;01/26/2022;SPU;T2J;Canada;1;99.6975;59.0905
1085;01/26/2022;SpeedEx;T6V;Canada;1;83.9475;53.7049
794;01/26/2022;SPU;M5X;Canada;1;78.6975;36.9885
781;01/26/2022;SpeedEx;V5Z;Canada;2;99.6975;63.7809
